,PLAN,AVANCE_CARRERA,ACCESO,SUBACCESO,CONVOCATORIA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PBM_CALCULADO,ESTRATO,MUNICIPIO_RESIDENCIA,PROVINCIA_NACIMIENTO,MUNICIPIO_NACIMIENTO,PAIS-NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
1194,BIOLOGÍA,28.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.9,2,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,556.59
1195,ESTADÍSTICA,20.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,19,5.0,3.5,2,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,455.39
1196,GESTIÓN CULTURAL Y COMUNICATIVA,24.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,19,5.0,3.7,1,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,460.14
1197,INGENIERÍA MECATRÓNICA,1.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,22,3.0,1.4,34,1,CHIBOLO,MAGDALENA,PLATO,COLOMBIA,NO,NO,Plantel Oficial,538.39
1198,INGENIERÍA BIOLÓGICA,29.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,4.0,31,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,515.41
1199,INGENIERÍA BIOLÓGICA,17.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.3,4,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,493.64
1200,INGENIERÍA MECATRÓNICA,15.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,18,4.0,3.5,7,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,505.26
1201,INGENIERÍA BIOLÓGICA,16.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,18,5.0,3.8,4,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,529.19
1202,GEOGRAFÍA,31.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,24,5.0,4.3,1,1,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,435.19
1203,BIOLOGÍA,57.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,23,5.0,4.4,52,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,603.01
1204,GEOGRAFÍA,31.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,25,5.0,4.0,6,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,398.55
1205,INGENIERÍA MECATRÓNICA,17.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,3.4,5,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,496.76
1206,BIOLOGÍA,28.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,18,5.0,3.6,6,2,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,409.3
1207,ESTADÍSTICA,19.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,22,4.0,4.2,7,2,VALLEDUPAR,SANTANDER,BUCARAMANGA,COLOMBIA,NO,NO,Plantel Oficial,397.05
1208,INGENIERÍA MECATRÓNICA,28.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5.0,4.1,23,1,,ATLÁNTICO,SABANALARGA,COLOMBIA,NO,NO,Plantel Privado,540.59
1209,GESTIÓN CULTURAL Y COMUNICATIVA,10.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,TARJETA IDENTIDAD,MUJER,20,3.0,3.6,1,1,,CESAR,SAN DIEGO,COLOMBIA,SI,NO,Plantel Oficial,426.07
1210,ESTADÍSTICA,23.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,20,5.0,3.3,5,1,,CESAR,SAN DIEGO,COLOMBIA,NO,NO,Plantel Oficial,410.18
1211,GESTIÓN CULTURAL Y COMUNICATIVA,26.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,4.3,4,1,,CESAR,SAN DIEGO,COLOMBIA,NO,NO,Plantel Oficial,419.24
1212,INGENIERÍA MECATRÓNICA,24.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.8,4,1,,CESAR,BECERRIL,COLOMBIA,NO,NO,Plantel Oficial,540.78
1213,GEOGRAFÍA,31.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,19,5.0,4.1,11,1,PUEBLO BELLO,CESAR,PUEBLO BELLO,COLOMBIA,NO,NO,Plantel Oficial,456.08
1214,BIOLOGÍA,30.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,24,5.0,4.1,1,1,,CESAR,EL COPEY,COLOMBIA,NO,NO,Plantel Oficial,396.48
1215,INGENIERÍA MECATRÓNICA,19.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,27,5.0,3.6,4,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,518.22
1216,INGENIERÍA MECATRÓNICA,42.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,4.4,35,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,646.02
1217,GESTIÓN CULTURAL Y COMUNICATIVA,46.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.1,4,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,433.69
1218,ESTADÍSTICA,45.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.0,7,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,500.95
1219,BIOLOGÍA,37.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,25,6.0,4.1,2,1,LA PAZ,ANTIOQUIA,COCORNÁ,COLOMBIA,NO,NO,Plantel Oficial,427.81
1220,INGENIERÍA MECATRÓNICA,30.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,TARJETA IDENTIDAD,MUJER,19,7.0,3.5,5,2,,NORTE DE SANTANDER,OCAÑA,COLOMBIA,NO,NO,Plantel Oficial,554.96
1221,GESTIÓN CULTURAL Y COMUNICATIVA,42.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,22,7.0,4.2,4,1,VALLEDUPAR,CESAR,CHIMICHAGUA,COLOMBIA,NO,NO,Plantel Oficial,446.79
1222,BIOLOGÍA,50.3,TRASLADO,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,23,4.0,4.4,1,1,,CESAR,MANAURE BALCÓN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,
1223,BIOLOGÍA,54.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,4.2,19,3,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,426.68
1224,BIOLOGÍA,58.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,22,7.0,4.2,1,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,463.41
1225,GESTIÓN CULTURAL Y COMUNICATIVA,43.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,22,7.0,4.0,6,2,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,449.91
1226,GESTIÓN CULTURAL Y COMUNICATIVA,18.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,22,4.0,4.2,1,0,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,485.06
1227,GESTIÓN CULTURAL Y COMUNICATIVA,47.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,22,7.0,4.2,2,1,,MAGDALENA,SANTA MARTA,COLOMBIA,NO,NO,Plantel Oficial,488.39
1228,GEOGRAFÍA,36.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,22,7.0,3.9,1,1,,CESAR,ASTREA,COLOMBIA,NO,NO,Nocturno,343.34
1229,GEOGRAFÍA,59.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,25,7.0,4.3,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,407.46
1230,GEOGRAFÍA,58.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,4.0,1,1,,CESAR,LA JAGUA DE IBIRICO,COLOMBIA,NO,NO,Nocturno,406.71
1231,INGENIERÍA MECATRÓNICA,52.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,4.5,43,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,768.04
1232,INGENIERÍA MECATRÓNICA,44.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.2,10,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,576.23
1233,BIOLOGÍA,50.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,4.0,22,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,562.78
1234,INGENIERÍA BIOLÓGICA,24.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,26,8.0,3.3,6,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
1235,GESTIÓN CULTURAL Y COMUNICATIVA,74.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,4.3,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
1236,GEOGRAFÍA,55.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,TARJETA IDENTIDAD,HOMBRE,22,8.0,3.9,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
1237,BIOLOGÍA,32.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,21,8.0,3.5,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,
1238,INGENIERÍA MECATRÓNICA,56.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,4.2,5,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,533.84
1239,BIOLOGÍA,63.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,21,8.0,3.9,3,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
1240,BIOLOGÍA,40.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,3.4,2,1,LA PAZ,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
1241,ESTADÍSTICA,41.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,23,8.0,3.7,1,1,,CESAR,ASTREA,COLOMBIA,NO,NO,Plantel Oficial,494.61
1242,ESTADÍSTICA,69.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,23,8.0,4.5,3,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
1243,GESTIÓN CULTURAL Y COMUNICATIVA,74.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.5,1,1,AGUSTÍN CODAZZI,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",COLOMBIA,NO,NO,Plantel Oficial,592.79
1244,INGENIERÍA BIOLÓGICA,62.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,21,8.0,3.9,12,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,550.76
1245,BIOLOGÍA,44.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,3.8,7,1,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,457.69
1246,BIOLOGÍA,59.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.0,4,2,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,486.92
1247,INGENIERÍA BIOLÓGICA,23.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,3.7,29,7,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,640.0
1248,GEOGRAFÍA,34.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,23,6.0,4.1,2,1,,CESAR,MANAURE BALCÓN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,289.2
1249,BIOLOGÍA,44.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,4.3,2,1,LA PAZ,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,476.51
1250,INGENIERÍA BIOLÓGICA,9.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6.0,3.1,4,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,412.03
1251,BIOLOGÍA,32.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,3.8,8,2,MAICAO,LA GUAJIRA,MAICAO,COLOMBIA,NO,NO,Plantel Oficial,487.79
1252,INGENIERÍA MECATRÓNICA,38.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,TARJETA IDENTIDAD,HOMBRE,20,6.0,4.1,41,2,,LA GUAJIRA,BARRANCAS,COLOMBIA,NO,NO,Plantel Oficial,529.6
1253,INGENIERÍA BIOLÓGICA,20.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,23,6.0,3.2,4,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,463.7
1254,GEOGRAFÍA,46.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,21,6.0,3.9,5,2,LA PAZ,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,283.75
1255,INGENIERÍA MECATRÓNICA,44.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,4.5,3,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,659.7
1256,INGENIERÍA MECATRÓNICA,25.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,TARJETA IDENTIDAD,HOMBRE,20,6.0,3.3,21,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,545.71
1257,INGENIERÍA MECATRÓNICA,20.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,21,5.0,3.6,10,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,483.14
1258,INGENIERÍA MECATRÓNICA,42.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,TARJETA IDENTIDAD,HOMBRE,20,6.0,4.5,24,4,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,600.45
1259,GEOGRAFÍA,44.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,22,6.0,4.1,1,1,,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,COLOMBIA,NO,NO,Plantel Oficial,333.32
1260,GEOGRAFÍA,40.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,21,6.0,3.8,1,1,URUMITA,LA GUAJIRA,URUMITA,COLOMBIA,NO,NO,Plantel Oficial,374.86
1261,BIOLOGÍA,40.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,4.2,28,2,SAN JUAN DEL CESAR,LA GUAJIRA,SAN JUAN DEL CESAR,COLOMBIA,NO,NO,Plantel Privado,427.52
1262,GEOGRAFÍA,29.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,28,6.0,3.8,7,2,VALLEDUPAR,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,334.27
1263,GEOGRAFÍA,17.7,TRASLADO,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,24,3.0,3.5,1,1,,CESAR,SAN MARTÍN,COLOMBIA,NO,NO,Plantel Oficial,
1264,GEOGRAFÍA,42.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,24,6.0,3.9,1,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,328.37
